88;745;298;910;16;1974;Снят с эксплуатации
89;689;321;71;416;1963;Действует
90;808;12;38;958;1956;Снят с эксплуатации
91;967;618;804;234;1981;В ремонте
92;944;921;878;765;1998;Действует
93;823;53;540;739;1955;Действует
94;186;745;171;936;1956;Действует
95;86;32;26;887;2017;Действует
96;173;248;430;484;2006;Действует
97;872;382;373;740;2000;Действует
98;513;238;532;566;1993;Действует
99;4;435;38;21;1996;Снят с эксплуатации
100;399;367;994;515;1973;Снят с эксплуатации
101;907;202;40;497;1957;Действует
102;565;253;878;137;2015;Действует
103;455;31;542;526;2020;Действует
104;486;521;806;267;2005;Действует
105;958;95;618;592;1985;Действует
106;458;378;20;57;1966;Снят с эксплуатации
107;645;95;21;685;1974;Снят с эксплуатации
108;202;616;15;356;1972;Снят с эксплуатации
109;791;500;866;727;2010;Снят с эксплуатации
110;396;966;240;146;2023;Действует
111;884;376;266;601;1969;Снят с эксплуатации
112;432;554;215;21;2021;Действует
113;765;163;113;935;1977;Снят с эксплуатации
114;83;774;436;702;2000;Действует
115;294;22;910;22;2001;Действует
116;205;548;346;978;1985;Снят с эксплуатации
117;666;740;815;958;2005;Действует
118;762;929;844;792;1978;Действует
119;978;824;228;870;2023;Действует
120;506;411;784;963;1965;Снят с эксплуатации
121;65;701;988;589;2000;Снят с эксплуатации
122;669;287;405;256;2007;Действует
123;563;643;109;764;2005;Действует
124;663;303;392;476;1977;Действует
125;76;479;336;479;2007;Снят с эксплуатации
126;654;125;229;55;2021;Действует
127;828;342;788;99;2007;Снят с эксплуатации
128;967;304;311;348;1959;Снят с эксплуатации
129;10;130;665;642;1950;Снят с эксплуатации
130;515;101;484;898;1985;Действует
131;45;138;874;853;2006;Снят с эксплуатации
132;535;551;46;469;1979;Действует
133;872;392;410;857;1980;Снят с эксплуатации
134;330;596;529;303;1959;Действует
135;989;968;915;102;1992;Действует
136;942;137;701;339;1951;Снят с эксплуатации
137;660;258;638;259;2019;Действует
138;686;331;870;214;2010;Действует
139;123;548;411;107;1964;Снят с эксплуатации
140;209;273;73;886;1978;Снят с эксплуатации
141;186;273;688;553;2017;Действует
142;540;594;994;245;2006;Действует
143;583;498;819;240;2015;Действует
144;193;640;318;555;2014;Снят с эксплуатации
145;665;724;700;582;2009;Действует
146;4;942;316;514;1984;Снят с эксплуатации
147;767;259;717;331;2013;Действует
148;182;952;237;717;1991;Действует
149;671;220;824;373;1958;Снят с эксплуатации
150;919;206;441;352;1984;Снят с эксплуатации
151;769;467;716;651;2014;Действует
152;197;220;952;21;2012;Действует
153;134;65;785;900;1986;Действует
154;192;225;76;561;1976;Снят с эксплуатации
155;64;593;715;995;1980;Действует
156;226;902;353;312;2002;Снят с эксплуатации
157;71;554;677;93;2012;Действует
158;411;446;881;617;1960;Снят с эксплуатации
159;789;938;312;616;1967;Действует
160;912;814;300;302;1994;Действует
161;687;703;103;116;1959;Действует
162;686;512;130;166;1955;Снят с эксплуатации
163;219;894;740;695;1993;Действует
164;977;262;812;201;1998;Действует
165;790;146;368;27;2020;Действует
166;140;343;373;75;2000;Действует
167;163;485;960;771;2002;В ремонте
168;324;264;985;825;2014;Действует
169;40;994;318;727;1977;Действует
170;922;754;341;430;2018;Действует
171;701;365;303;893;1972;Действует
172;93;78;19;425;1971;Снят с эксплуатации
173;833;941;424;292;2017;Действует
174;383;865;878;701;1953;Снят с эксплуатации
175;565;821;381;272;1981;Снят с эксплуатации
176;276;285;280;543;1963;В ремонте
177;86;333;498;900;1960;Снят с эксплуатации
178;548;675;351;242;2017;Действует
179;259;282;493;53;1983;Действует
180;513;7;340;786;1974;Действует
181;901;524;996;777;1992;Действует
182;983;93;781;372;2014;Действует
183;203;185;868;247;1955;Снят с эксплуатации
184;510;649;889;675;1972;Снят с эксплуатации
185;80;816;15;118;1960;Снят с эксплуатации
186;472;266;359;285;1994;Действует
187;764;935;256;26;2014;Действует
188;405;984;248;999;1981;Снят с эксплуатации
189;123;119;794;942;2023;Действует
190;326;284;360;907;1960;Действует
191;116;762;34;773;1997;Снят с эксплуатации
192;843;139;93;837;2006;Действует
193;423;199;158;312;1957;Действует
194;669;78;796;566;1992;Действует
195;300;835;853;165;2010;Действует
196;593;692;40;108;2015;Снят с эксплуатации
197;486;272;904;996;1976;Снят с эксплуатации
198;108;330;313;597;1996;Действует
199;231;846;774;850;1973;Снят с эксплуатации
200;124;832;45;621;1958;Действует
201;894;726;703;937;2005;Действует
202;678;116;415;407;1986;Действует
203;449;890;654;97;1967;Действует
204;491;571;118;502;1961;Снят с эксплуатации
205;314;137;33;440;1954;Снят с эксплуатации
206;721;813;753;785;2017;Действует
207;492;513;689;820;1967;В ремонте
208;203;967;11;199;1981;Снят с эксплуатации
209;18;356;909;217;2014;Снят с эксплуатации
210;663;439;890;864;1968;Снят с эксплуатации
211;576;369;258;393;2004;Действует
212;508;405;662;520;1981;Действует
213;940;234;161;287;2007;Действует
214;521;311;704;648;1992;Снят с эксплуатации
215;591;759;47;379;1956;Действует
216;237;314;250;562;1954;Снят с эксплуатации
217;989;775;398;363;2018;В ремонте
218;174;748;617;81;2019;Действует
219;92;27;868;996;1961;Действует
220;303;80;2;931;1982;В ремонте
221;897;813;330;735;1953;Снят с эксплуатации
222;311;967;476;754;1966;Снят с эксплуатации
223;245;207;820;836;1975;Действует
224;532;59;807;356;2007;Действует
225;339;588;179;692;2011;Действует
226;210;996;818;774;2015;Действует
227;539;433;6;700;1954;Снят с эксплуатации
228;549;756;61;144;1969;Действует
229;604;743;343;515;1961;Действует
230;538;519;504;105;1974;Действует
231;163;794;687;410;2015;Действует
232;836;672;764;618;2001;Снят с эксплуатации
233;312;645;1;952;1989;Снят с эксплуатации
234;918;451;55;974;2017;Снят с эксплуатации
235;406;196;286;788;1978;Снят с эксплуатации
236;225;502;920;832;2003;Действует
237;303;917;562;618;2021;Действует
238;731;668;439;621;1978;В ремонте
239;688;124;253;426;2018;Действует
240;844;647;770;702;1994;Действует
241;32;152;169;91;1968;Снят с эксплуатации
242;378;337;155;468;2005;Действует
243;76;510;261;264;1965;Снят с эксплуатации
244;859;36;176;668;2013;Действует
245;896;500;711;903;2000;Действует
246;517;369;197;961;2004;Действует
247;662;219;333;439;1950;Действует
248;352;211;322;782;1973;Действует
249;154;114;953;683;1973;Действует
250;774;179;92;595;2015;Действует
251;483;127;865;760;2005;Действует
252;461;371;585;133;1987;Действует
253;944;712;495;646;1984;Снят с эксплуатации
254;929;619;625;838;1954;Снят с эксплуатации
255;388;375;977;731;2006;Действует
256;84;289;760;85;2016;Действует
257;392;254;462;606;1980;В ремонте
258;615;362;606;118;1976;Снят с эксплуатации
259;951;373;526;634;1977;Действует
260;252;618;76;20;2012;Действует
261;938;959;274;772;1995;Снят с эксплуатации
262;519;153;428;43;2020;Действует
263;378;655;795;608;2011;Действует
264;90;378;590;562;1953;Снят с эксплуатации
265;478;260;995;515;1954;Снят с эксплуатации
266;909;53;430;779;2003;Действует
267;396;791;230;540;1996;Действует
268;769;802;619;308;1978;Снят с эксплуатации
269;511;64;574;544;1988;Действует
270;992;773;20;289;2004;Действует
271;718;743;938;840;1982;Снят с эксплуатации
272;85;300;843;590;2022;Действует
273;429;229;146;656;2008;Действует
274;216;96;881;639;2012;Снят с эксплуатации
275;293;24;952;361;2018;Действует
276;79;726;287;129;1980;Снят с эксплуатации
277;137;204;987;232;2019;Действует
278;739;963;614;524;2011;Действует
279;867;459;882;843;1988;Действует
280;869;193;726;197;2011;Действует
281;518;972;995;752;1974;Снят с эксплуатации
282;204;236;861;661;1998;Действует
283;11;785;22;482;1994;Действует
284;922;422;795;661;1965;Действует
285;913;57;555;301;1952;Действует
286;15;703;469;220;2018;Действует
287;820;486;706;819;1957;Снят с эксплуатации
288;725;751;725;902;1993;В ремонте
289;826;488;571;774;2015;Действует
290;46;396;4;911;1987;Снят с эксплуатации
291;843;678;501;978;1964;В ремонте
292;432;391;845;308;1957;Снят с эксплуатации
293;512;687;897;945;2021;Действует
294;326;201;906;607;1965;Снят с эксплуатации
295;831;377;272;368;1954;Снят с эксплуатации
296;712;933;629;760;1997;Действует
297;849;688;704;436;1971;Снят с эксплуатации
298;803;233;550;88;1977;Снят с эксплуатации
299;954;725;457;337;1950;Действует
300;820;610;318;910;2022;Действует
301;909;734;85;460;1950;Действует
302;515;874;996;751;1962;Снят с эксплуатации
303;885;545;551;60;2020;Действует
304;808;833;235;121;2012;Действует
305;21;307;821;1000;1969;Действует
306;573;973;962;235;1966;Снят с эксплуатации
307;956;438;488;47;1998;Снят с эксплуатации
308;977;269;824;689;1966;Снят с эксплуатации
309;859;52;78;996;1983;Действует
310;504;272;642;346;1975;Снят с эксплуатации
311;710;912;351;213;1982;Действует
312;621;134;118;715;1963;Действует
313;85;783;735;310;1994;Действует
314;733;699;31;696;1955;Действует
315;66;616;541;223;1973;Снят с эксплуатации
316;368;218;28;237;1971;Действует
317;954;687;495;624;1983;Действует
318;729;231;85;98;1971;Снят с эксплуатации
319;742;359;590;828;1961;Снят с эксплуатации
320;785;536;65;875;1962;Снят с эксплуатации
321;125;67;881;640;1952;Снят с эксплуатации
322;86;177;395;738;1997;Действует
323;612;908;715;745;2017;Действует
324;187;768;958;615;1984;Снят с эксплуатации
325;983;385;21;181;2002;Действует
326;854;955;898;967;2003;Снят с эксплуатации
327;353;835;463;127;2009;Действует
328;742;449;866;506;2010;Действует
329;305;608;424;172;2023;Действует
330;124;172;696;727;1951;Снят с эксплуатации
331;625;133;843;37;1958;Снят с эксплуатации
332;469;154;972;922;1955;Действует
333;460;835;964;966;2006;Действует
334;307;144;181;901;1980;Снят с эксплуатации
335;288;709;295;613;1962;Снят с эксплуатации
336;223;709;603;756;1958;Снят с эксплуатации
337;937;234;364;384;1965;Снят с эксплуатации
338;808;368;781;191;1951;Действует
339;214;211;626;766;1971;Снят с эксплуатации
340;153;15;892;381;1970;Действует
341;583;615;105;63;1968;Снят с эксплуатации
342;984;716;400;279;1996;Действует
343;899;471;838;842;1975;Действует
344;12;548;803;449;1972;В ремонте
345;939;605;900;475;1975;Действует
346;343;153;765;562;1980;Снят с эксплуатации
347;818;7;823;68;1978;В ремонте
348;159;793;292;909;1983;Действует
349;459;533;829;157;2022;Действует
350;955;874;615;862;1976;Снят с эксплуатации
351;247;855;449;869;1984;Действует
352;699;157;948;17;1979;Снят с эксплуатации
353;734;955;679;65;1987;Снят с эксплуатации
354;128;65;304;74;1954;Снят с эксплуатации
355;419;468;563;93;1984;Снят с эксплуатации
356;816;472;975;304;2022;Действует
357;259;612;2;181;2000;Действует
358;968;32;102;662;2015;Действует
359;694;486;560;598;1961;Снят с эксплуатации
360;794;339;433;123;2023;Действует
361;494;387;129;178;2020;Действует
362;340;657;474;957;2001;Снят с эксплуатации
363;361;168;882;731;1980;Действует
364;349;788;523;622;2009;Действует
365;580;499;382;890;2016;Снят с эксплуатации
366;71;940;981;910;1993;Снят с эксплуатации
367;709;712;336;755;1975;Снят с эксплуатации
368;806;432;832;747;1950;Снят с эксплуатации
369;359;594;558;835;1983;Действует
370;975;551;344;472;1996;Действует
371;612;782;392;769;1998;Действует
372;686;184;256;154;2008;Действует
373;338;381;503;158;1975;Действует
374;905;216;481;549;1952;Действует
375;61;434;391;411;2002;Снят с эксплуатации
376;294;494;231;20;1981;Снят с эксплуатации
377;371;631;515;877;1953;Снят с эксплуатации
378;285;900;954;911;2012;В ремонте
379;963;130;580;437;2007;Действует
380;808;274;765;314;1991;Действует
381;686;579;306;737;1996;Действует
382;334;497;383;698;2017;Снят с эксплуатации
383;30;742;184;348;1968;Действует
384;273;240;366;197;1993;Действует
385;929;807;777;151;1992;Снят с эксплуатации
386;354;954;395;78;2020;Действует
387;431;799;97;192;1956;Снят с эксплуатации
388;689;111;725;395;1951;Снят с эксплуатации
389;319;54;879;602;1958;Действует
390;16;123;527;774;1954;Действует
391;628;733;541;997;2006;Действует
392;242;534;791;630;1971;Действует
393;175;814;291;899;1951;Снят с эксплуатации
394;838;992;988;396;1993;Снят с эксплуатации
395;355;145;37;254;1976;В ремонте
396;196;302;499;160;1986;Действует
397;365;265;186;420;1973;Действует
398;196;865;832;748;2008;Действует
399;495;659;710;250;1998;В ремонте
400;300;593;515;960;2016;Действует
401;334;651;372;633;1975;Снят с эксплуатации
402;132;5;556;785;1970;Снят с эксплуатации
403;757;249;18;676;1960;В ремонте
404;375;557;347;65;1983;Снят с эксплуатации
405;197;204;862;798;2013;Действует
406;742;972;472;208;2019;Действует
407;932;805;308;326;1954;Действует
408;884;102;380;466;1970;Снят с эксплуатации
409;235;51;126;911;2001;Действует
410;7;936;697;779;1980;Снят с эксплуатации
411;742;108;929;312;1963;В ремонте
412;682;303;172;432;1977;Действует
413;547;684;570;923;1953;Действует
414;886;239;508;232;1952;Снят с эксплуатации
415;688;166;632;49;1972;Действует
416;434;370;593;689;1972;Действует
417;767;968;718;767;2023;Действует
418;468;503;541;791;2001;Снят с эксплуатации
419;193;597;441;758;2019;Действует
420;574;588;668;977;1975;Снят с эксплуатации
421;439;119;354;885;1951;Снят с эксплуатации
422;252;903;277;768;1995;Действует
423;725;878;125;892;1984;Снят с эксплуатации
424;982;139;415;178;2018;Действует
425;451;796;439;678;1972;Снят с эксплуатации
426;855;619;1000;747;1961;Снят с эксплуатации
427;675;432;798;831;1981;В ремонте
428;746;920;423;228;1990;Действует
429;568;739;129;509;1968;Действует
430;700;364;148;627;2016;Действует
431;522;809;30;467;2006;Действует
432;32;8;876;737;2007;Снят с эксплуатации
433;460;767;502;547;1993;Действует
434;342;362;603;181;2013;Действует
435;95;648;837;218;1972;Снят с эксплуатации
436;311;290;725;733;1993;Действует
437;298;850;926;496;2000;Снят с эксплуатации
438;80;626;359;392;1972;Действует
439;906;237;880;773;1954;Снят с эксплуатации
440;909;238;600;860;1999;Действует
441;877;467;132;503;2014;Действует
442;791;982;620;396;1985;В ремонте
443;85;874;480;895;1973;Снят с эксплуатации
444;526;997;318;142;2001;Действует
445;590;591;357;13;1984;Действует
446;886;175;228;365;1976;Снят с эксплуатации
447;26;907;490;486;2021;Действует
448;599;397;630;754;1978;Действует
449;800;614;725;733;1960;Снят с эксплуатации
450;763;389;181;539;1980;Снят с эксплуатации
451;660;469;393;784;1950;Снят с эксплуатации
452;101;688;547;966;1976;Действует
453;645;939;141;890;1974;Снят с эксплуатации
454;158;97;237;828;2001;Действует
455;723;808;71;76;2011;Действует
456;253;687;80;387;2005;Действует
457;498;663;952;405;1978;Снят с эксплуатации
458;496;388;411;697;2005;Снят с эксплуатации
459;615;329;862;923;2018;Действует
460;159;631;854;369;1953;Действует
461;556;353;799;198;2004;Действует
462;338;801;651;516;2002;Действует
463;261;264;535;705;1958;Действует
464;815;621;730;374;1965;Действует
465;530;835;963;578;1985;Действует
466;303;536;152;88;2011;Действует
467;779;53;907;936;2007;Действует
468;965;321;658;468;1988;Действует
469;494;968;391;424;2011;Действует
470;93;546;755;379;1993;Снят с эксплуатации
471;179;653;8;473;2009;Снят с эксплуатации
472;418;850;800;821;1959;Действует
473;165;261;323;488;2002;Действует
474;459;188;661;448;2004;Действует
475;74;75;73;273;1957;Снят с эксплуатации
476;548;453;649;744;1970;Снят с эксплуатации
477;341;506;489;231;1965;В ремонте
478;954;614;751;279;1997;Действует
479;28;786;367;48;2013;Действует
480;382;547;547;550;1970;В ремонте
481;730;40;626;112;1960;В ремонте
482;402;955;572;384;1965;Снят с эксплуатации
483;43;626;158;59;1996;Снят с эксплуатации
484;517;182;945;482;1990;Действует
485;588;374;258;867;1984;Снят с эксплуатации
486;755;237;546;796;1996;Действует
487;14;850;785;447;1978;В ремонте
488;733;130;905;320;1996;Действует
489;98;196;639;247;2018;Действует
490;936;977;759;858;1986;Действует
491;512;619;937;418;2010;Действует
492;52;112;226;630;1980;Снят с эксплуатации
493;272;897;37;828;2013;В ремонте
494;300;999;746;185;2000;Действует
495;397;241;822;317;2015;Действует
496;872;432;972;558;1996;Снят с эксплуатации
497;151;327;640;944;2010;Действует
498;915;498;903;19;1987;Снят с эксплуатации
499;781;703;732;261;1967;Действует
500;594;944;575;810;1981;Действует
501;466;643;733;880;1980;Действует
502;371;567;304;842;1986;Действует
503;635;375;373;280;1970;Действует
504;602;786;13;154;2000;Действует
505;595;300;999;649;1987;Действует
506;284;205;568;835;1996;Снят с эксплуатации
507;663;383;605;684;1990;Действует
508;210;956;719;123;1987;Действует
509;475;595;296;852;1994;Снят с эксплуатации
510;747;712;943;53;2022;Действует
511;316;22;400;39;1955;Действует
512;277;878;509;773;1957;Снят с эксплуатации
513;475;958;326;371;2011;Снят с эксплуатации
514;897;457;838;23;1966;Действует
515;373;571;627;861;1981;Действует
516;85;528;547;878;1992;Действует
517;431;576;744;22;2001;Действует
518;592;890;191;769;1995;Действует
519;827;182;775;105;1970;Снят с эксплуатации
520;279;860;635;30;1973;Действует
521;502;654;666;52;1977;Снят с эксплуатации
522;39;514;911;310;1981;Снят с эксплуатации
523;132;795;939;840;1983;Снят с эксплуатации
524;444;766;720;5;2001;Действует
525;354;364;59;456;1959;Снят с эксплуатации
526;239;840;208;591;1964;Действует
527;663;356;804;485;2021;Действует
528;667;687;970;182;1951;Действует
529;653;639;731;787;1976;Действует
530;721;75;725;878;2016;Снят с эксплуатации
531;515;261;448;878;1951;Снят с эксплуатации
532;854;793;413;775;1952;Снят с эксплуатации
533;869;496;589;394;2019;Действует
534;219;428;448;96;1996;Действует
535;646;378;100;617;1979;Снят с эксплуатации
536;540;562;333;828;1977;Снят с эксплуатации
537;797;352;51;711;1977;Снят с эксплуатации
538;890;795;708;774;2002;Снят с эксплуатации
539;163;442;832;407;1959;Действует
540;446;690;781;188;1975;Снят с эксплуатации
541;191;343;774;180;1980;В ремонте
542;330;982;69;661;1990;Снят с эксплуатации
543;646;39;252;260;1972;Действует
544;820;662;516;653;1979;Снят с эксплуатации
545;688;301;485;857;1957;Снят с эксплуатации
546;28;302;380;180;1981;Действует
547;955;40;456;785;1989;Действует
548;232;782;752;920;1970;Действует
549;229;37;225;854;2004;Действует
550;458;886;241;102;2015;Действует
551;468;837;148;229;1968;Снят с эксплуатации
552;327;660;38;862;2015;Действует
553;371;245;875;973;1976;Снят с эксплуатации
554;89;537;672;48;1954;Действует
555;149;948;294;562;2017;Действует
556;379;617;269;380;1987;Снят с эксплуатации
557;280;66;712;750;2010;Действует
558;152;935;658;660;1951;Снят с эксплуатации
559;134;306;441;650;1980;Снят с эксплуатации
560;93;365;203;522;1955;Снят с эксплуатации
561;862;825;578;26;2002;Действует
562;749;108;993;669;1958;Снят с эксплуатации
563;838;968;70;587;2022;Действует
564;500;355;809;687;2001;Снят с эксплуатации
565;533;470;441;972;1989;В ремонте
566;487;115;833;474;1989;Действует
567;524;585;708;555;2020;Снят с эксплуатации
568;865;924;380;596;1960;Действует
569;552;875;539;320;1994;Действует
570;477;526;518;253;1994;Действует
571;679;571;414;923;2001;Действует
572;602;139;292;237;2010;Действует
573;234;747;750;872;1981;Снят с эксплуатации
574;844;829;432;149;1968;Снят с эксплуатации
575;924;646;607;660;2002;Действует
576;881;682;730;97;1970;Действует
577;558;110;457;744;2016;Действует
578;589;977;55;339;1973;Действует
579;865;954;63;889;1976;В ремонте
580;343;129;4;734;1993;Действует
581;509;972;940;300;1987;Действует
582;944;980;211;118;2004;Действует
583;129;777;495;457;2001;Действует
584;314;873;691;400;1958;Снят с эксплуатации
585;297;999;754;742;1985;Снят с эксплуатации
586;416;449;213;327;1962;Снят с эксплуатации
587;849;337;562;30;1970;В ремонте
588;514;473;65;534;1968;Снят с эксплуатации
589;100;72;761;81;1987;Действует
590;414;434;467;421;1970;Снят с эксплуатации
591;8;738;613;886;1978;Снят с эксплуатации
592;122;815;436;96;1970;В ремонте
593;656;755;126;516;1988;Снят с эксплуатации
594;125;605;57;310;1990;В ремонте
595;383;611;282;504;1984;Снят с эксплуатации
596;753;245;904;558;1970;Снят с эксплуатации
597;615;411;227;771;2018;Снят с эксплуатации
598;476;381;426;85;2013;Действует
599;535;321;411;823;2012;В ремонте
600;497;320;219;240;2023;Действует
601;502;468;546;451;2022;Действует
602;453;476;559;869;1977;Действует
603;332;554;319;788;2013;Действует
604;530;564;315;849;1974;Действует
605;458;820;705;848;2019;Действует
606;251;520;622;65;2002;Действует
607;744;975;218;523;2003;Действует
608;394;725;916;637;2010;Снят с эксплуатации
609;108;841;107;698;1975;Действует
610;516;424;178;883;1990;Снят с эксплуатации
611;885;780;195;511;1966;Действует
612;459;262;509;198;2008;Снят с эксплуатации
613;386;473;910;917;2021;Действует
614;286;751;954;831;1997;Снят с эксплуатации
615;655;342;576;11;1996;Снят с эксплуатации
616;543;739;816;589;1978;Действует
617;83;192;406;1000;2013;Действует
618;19;943;966;388;1976;Действует
619;165;914;858;175;1983;Снят с эксплуатации
620;702;164;630;339;2021;Снят с эксплуатации
621;674;447;354;517;1974;Действует
622;133;869;611;233;2016;Действует
623;899;652;472;334;1979;Действует
624;520;277;474;584;1952;Снят с эксплуатации
625;387;144;132;465;1970;Снят с эксплуатации
626;41;329;257;246;2007;Действует
627;698;833;360;675;1988;Действует
628;21;253;592;980;2003;Действует
629;406;980;448;212;1963;Снят с эксплуатации
630;653;975;4;643;1959;Снят с эксплуатации
631;15;917;620;649;2020;Действует
632;192;978;257;349;1991;Снят с эксплуатации
633;196;461;561;863;2003;Снят с эксплуатации
634;231;886;739;366;2006;Действует
635;313;596;491;954;1987;В ремонте
636;917;285;328;691;1964;В ремонте
637;445;685;758;152;1978;В ремонте
638;473;661;496;117;1990;Действует
639;236;550;19;590;1973;Снят с эксплуатации
640;382;242;619;474;1980;Снят с эксплуатации
641;355;545;13;788;2020;Действует
642;794;762;386;219;1962;Снят с эксплуатации
643;430;869;254;854;2010;Действует
644;605;771;527;992;1974;Действует
645;628;640;626;853;1995;Действует
646;983;809;842;66;2007;Действует
647;736;666;943;569;1959;Действует
648;399;412;862;43;2005;Действует
649;315;774;426;694;2020;Действует
650;941;697;404;979;1954;Действует
651;2;76;188;947;1972;Действует
652;216;311;683;618;1992;Действует
653;645;251;122;253;1976;Действует
654;684;95;275;557;2006;Снят с эксплуатации
655;708;539;107;528;1981;Снят с эксплуатации
656;320;466;224;513;1966;Действует
657;238;628;192;588;2001;Снят с эксплуатации
658;927;872;371;678;2007;Действует
659;448;115;192;892;2011;Действует
660;370;436;90;445;1973;Снят с эксплуатации
661;431;115;971;814;1958;Действует
662;684;613;277;293;1955;Снят с эксплуатации
663;701;456;95;281;2013;Действует
664;342;563;84;418;1985;Действует
665;588;252;220;302;1963;Снят с эксплуатации
666;761;575;283;451;1965;В ремонте
667;579;566;288;437;2000;В ремонте
668;39;469;915;742;1987;Снят с эксплуатации
669;145;760;836;388;1993;Действует
670;472;333;868;35;1961;Снят с эксплуатации
671;972;128;347;999;2000;Снят с эксплуатации
672;1;635;299;39;1953;Действует
673;254;707;621;284;1963;Снят с эксплуатации
674;9;766;481;440;1965;Снят с эксплуатации
675;852;225;631;251;1975;Действует
676;593;902;54;275;1957;Действует
677;457;720;504;101;1994;Действует
678;710;337;833;580;2004;Снят с эксплуатации
679;829;187;852;503;1971;Действует
680;990;528;154;136;1974;Действует
681;978;263;624;307;1951;Действует
682;149;404;630;105;2022;Действует
683;874;917;496;715;1968;Снят с эксплуатации
684;300;769;578;1000;2019;Действует
685;99;843;480;979;1975;В ремонте
686;401;943;973;564;2000;Действует
687;345;752;742;628;2022;Действует
688;474;114;553;168;1953;Снят с эксплуатации
689;901;916;717;329;2018;Действует
690;992;758;44;212;1962;Снят с эксплуатации
691;975;10;311;702;2010;Действует
692;173;978;372;906;1992;Действует
693;16;455;863;159;1950;Снят с эксплуатации
694;452;200;174;266;2017;Действует
695;56;14;592;430;1988;В ремонте
696;532;507;588;78;1957;Действует
697;381;819;545;191;1971;Действует
698;3;756;281;295;1981;Снят с эксплуатации
699;80;838;992;258;2016;Действует
700;750;213;155;424;1986;Действует
701;862;91;553;936;1993;Снят с эксплуатации
702;77;518;930;270;1968;Действует
703;358;108;804;367;1999;Снят с эксплуатации
704;636;124;635;315;2007;Действует
705;253;367;301;415;1968;Снят с эксплуатации
706;27;44;62;425;2016;Действует
